id,code,code_name,f_code,f_time_from,f_time_to,f_price,fees,total_price,from,airport_from,to,airport_to,type
qh16169900205,qh,Bamboo Airways,QH170,20:00:00 03/04/2021,21:30:00 03/04/2021,99000,662000,761000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco Saver
vna161699002416,vna,Vietnam Airlines,VN140,20:10:00 03/04/2021,21:35:00 03/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vj161699002710,vj,Vietjet,VJ648,20:50:00 03/04/2021,22:10:00 03/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
vna161699003117,vna,Vietnam Airlines,VN142,20:55:00 03/04/2021,22:20:00 03/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Economy (EL)-A
vj161699003411,vj,Vietjet,VJ650,21:10:00 03/04/2021,22:30:00 03/04/2021,49000,645900,694900,TP HCM,Tân Sơn Nhất (SGN),Đà Nẵng,Đà Nẵng (DAD),Eco
qh16169900440,qh,Bamboo Airways,QH157,06:10:00 03/04/2021,07:40:00 03/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169900520,vna,Vietnam Airlines,VN143,06:50:00 03/04/2021,08:20:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169900560,vj,Vietjet,VJ627,07:30:00 03/04/2021,08:55:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169900591,vna,Vietnam Airlines,VN141,07:45:00 03/04/2021,09:15:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna16169900622,vna,Pacific Airlines,VN6051,08:10:00 03/04/2021,09:30:00 03/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169900661,vj,Vietjet,VJ647,08:10:00 03/04/2021,09:35:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169900691,qh,Bamboo Airways,QH151,08:25:00 03/04/2021,10:00:00 03/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169900723,vna,Vietnam Airlines,VN113,09:10:00 03/04/2021,10:40:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169900764,vna,Vietnam Airlines,VN7127,09:25:00 03/04/2021,10:55:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169900795,vna,Vietnam Airlines,VN115,09:50:00 03/04/2021,11:20:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
qh16169900822,qh,Bamboo Airways,QH161,10:15:00 03/04/2021,11:45:00 03/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169900862,vj,Vietjet,VJ629,10:30:00 03/04/2021,11:50:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vta16169900890,vta,Vietravel Airlines,VU 673,10:35:00 03/04/2021,12:05:00 03/04/2021,36000,644600,680600,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Promo1 (P) - Vé không hoàn
vna16169900926,vna,Vietnam Airlines,VN117,11:10:00 03/04/2021,12:40:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169900967,vna,Vietnam Airlines,VN123,11:55:00 03/04/2021,13:25:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16169900993,qh,Bamboo Airways,QH163,12:15:00 03/04/2021,13:45:00 03/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169901023,vj,Vietjet,VJ633,12:25:00 03/04/2021,13:50:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169901068,vna,Vietnam Airlines,VN7129,12:25:00 03/04/2021,13:55:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169901094,vj,Vietjet,VJ621,13:10:00 03/04/2021,14:35:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169901124,qh,Bamboo Airways,QH171,13:15:00 03/04/2021,14:45:00 03/04/2021,99000,662000,761000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16169901161,vta,Vietravel Airlines,VU 679,14:10:00 03/04/2021,15:30:00 03/04/2021,36000,644600,680600,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Promo1 (P) - Vé không hoàn
vna16169901199,vna,Pacific Airlines,VN6055,14:40:00 03/04/2021,16:05:00 03/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161699012210,vna,Vietnam Airlines,VN129,14:55:00 03/04/2021,16:25:00 03/04/2021,309000,661000,970000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
vj16169901255,vj,Vietjet,VJ637,15:10:00 03/04/2021,16:30:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161699012911,vna,Vietnam Airlines,VN7123,15:25:00 03/04/2021,16:55:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161699013212,vna,Vietnam Airlines,VN131,15:30:00 03/04/2021,17:00:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161699013613,vna,Vietnam Airlines,VN135,16:00:00 03/04/2021,17:30:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161699013914,vna,Vietnam Airlines,VN133,16:25:00 03/04/2021,17:55:00 03/04/2021,309000,661000,970000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
vj16169901436,vj,Vietjet,VJ623,16:55:00 03/04/2021,18:20:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169901467,vj,Vietjet,VJ625,17:05:00 03/04/2021,18:30:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169901498,vj,Vietjet,VJ645,17:35:00 03/04/2021,19:00:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161699015315,vna,Vietnam Airlines,VN125,18:40:00 03/04/2021,20:10:00 03/04/2021,199000,660000,859000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161699015616,vna,Vietnam Airlines,VN137,19:45:00 03/04/2021,21:15:00 03/04/2021,99000,660000,759000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169901609,vj,Vietjet,VJ643,21:20:00 03/04/2021,22:40:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161699016317,vna,Pacific Airlines,VN6057,21:25:00 03/04/2021,22:45:00 03/04/2021,49000,655000,704000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16169901665,qh,Bamboo Airways,QH191,22:10:00 03/04/2021,23:40:00 03/04/2021,49000,657000,706000,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj161699017010,vj,Vietjet,VJ635,22:45:00 03/04/2021,00:10:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj161699017311,vj,Vietjet,VJ641,23:00:00 03/04/2021,00:15:00 03/04/2021,49000,645900,694900,Đà Nẵng,Đà Nẵng (DAD),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169901830,vj,Vietjet,VJ321,06:00:00 03/04/2021,07:00:00 03/04/2021,569000,667900,1236900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169901920,vna,Vietnam Airlines,VN7085,06:10:00 03/04/2021,07:15:00 03/04/2021,1329000,753000,2082000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EG)-M
vna16169901951,vna,Vietnam Airlines,VN1823,06:55:00 03/04/2021,08:00:00 03/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vna16169901982,vna,Pacific Airlines,VN6511,07:05:00 03/04/2021,08:10:00 03/04/2021,959000,716000,1675000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vj16169902011,vj,Vietjet,VJ339,07:30:00 03/04/2021,08:30:00 03/04/2021,569000,667900,1236900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
qh16169902050,qh,Bamboo Airways,QH1521,09:05:00 03/04/2021,10:05:00 03/04/2021,799000,702000,1501000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Smart
vj16169902082,vj,Vietjet,VJ323,09:30:00 03/04/2021,10:30:00 03/04/2021,489000,669900,1158900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169902123,vna,Pacific Airlines,VN6513,09:40:00 03/04/2021,10:45:00 03/04/2021,859000,706000,1565000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vna16169902154,vna,Vietnam Airlines,VN1825,09:45:00 03/04/2021,10:50:00 03/04/2021,1329000,753000,2082000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EG)-M
vj16169902183,vj,Vietjet,VJ325,10:25:00 03/04/2021,11:25:00 03/04/2021,489000,669900,1158900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vj16169902224,vj,Vietjet,VJ343,11:35:00 03/04/2021,12:35:00 03/04/2021,409000,661900,1070900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169902255,vna,Pacific Airlines,VN6515,11:45:00 03/04/2021,12:55:00 03/04/2021,559000,676000,1235000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-N
vna16169902286,vna,Vietnam Airlines,VN1831,12:25:00 03/04/2021,13:30:00 03/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-Q
vj16169902325,vj,Vietjet,VJ331,13:00:00 03/04/2021,14:00:00 03/04/2021,409000,661900,1070900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vta16169902350,vta,Vietravel Airlines,VU 301,13:00:00 03/04/2021,14:05:00 03/04/2021,350000,656000,1006000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eregow (E) - Vé không hoàn
vna16169902387,vna,Vietnam Airlines,VN1827,13:05:00 03/04/2021,14:00:00 03/04/2021,409000,671000,1080000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-T
vj16169902416,vj,Vietjet,VJ327,13:55:00 03/04/2021,14:55:00 03/04/2021,329000,653900,982900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16169902458,vna,Pacific Airlines,VN6517,14:05:00 03/04/2021,15:10:00 03/04/2021,259000,666000,925000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
vna16169902489,vna,Vietnam Airlines,VN1829,15:40:00 03/04/2021,16:45:00 03/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
qh16169902511,qh,Bamboo Airways,QH1523,16:50:00 03/04/2021,17:50:00 03/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Saver
vta16169902551,vta,Vietravel Airlines,VU 329,17:05:00 03/04/2021,18:10:00 03/04/2021,46000,645600,691600,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Promo1 (P) - Vé không hoàn
vj16169902587,vj,Vietjet,VJ329,17:35:00 03/04/2021,18:40:00 03/04/2021,69000,647900,716900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna161699026110,vna,Pacific Airlines,VN6519,17:50:00 03/04/2021,18:55:00 03/04/2021,259000,666000,925000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-E
vna161699026411,vna,Vietnam Airlines,VN1839,18:55:00 03/04/2021,20:00:00 03/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vna161699026812,vna,Vietnam Airlines,VN7837,19:55:00 03/04/2021,21:00:00 03/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-L
vna161699027113,vna,Vietnam Airlines,VN7087,20:50:00 03/04/2021,21:55:00 03/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EL)-P
vj16169902800,vj,Vietjet,VJ320,07:35:00 03/04/2021,08:40:00 03/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169902890,vna,Vietnam Airlines,VN7086,07:55:00 03/04/2021,09:05:00 03/04/2021,199000,660000,859000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna16169902921,vna,Vietnam Airlines,VN1840,08:30:00 03/04/2021,09:40:00 03/04/2021,199000,660000,859000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna16169902952,vna,Pacific Airlines,VN6510,08:45:00 03/04/2021,09:55:00 03/04/2021,49000,655000,704000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169902993,vna,Vietnam Airlines,VN1822,08:50:00 03/04/2021,09:50:00 03/04/2021,199000,660000,859000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169903021,vj,Vietjet,VJ338,09:05:00 03/04/2021,10:10:00 03/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169903050,qh,Bamboo Airways,QH1522,10:40:00 03/04/2021,11:40:00 03/04/2021,49000,657000,706000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vj16169903092,vj,Vietjet,VJ322,11:05:00 03/04/2021,12:10:00 03/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169903124,vna,Pacific Airlines,VN6512,11:20:00 03/04/2021,12:20:00 03/04/2021,49000,655000,704000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169903153,vj,Vietjet,VJ324,11:55:00 03/04/2021,13:05:00 03/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169903195,vna,Vietnam Airlines,VN1824,11:55:00 03/04/2021,13:05:00 03/04/2021,309000,661000,970000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
vj16169903224,vj,Vietjet,VJ344,13:30:00 03/04/2021,14:35:00 03/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169903256,vna,Pacific Airlines,VN6514,13:35:00 03/04/2021,14:45:00 03/04/2021,359000,666000,1025000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-T
vna16169903307,vna,Vietnam Airlines,VN1830,14:35:00 03/04/2021,15:45:00 03/04/2021,409000,671000,1080000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-T
vta16169903330,vta,Vietravel Airlines,VU 300,14:45:00 03/04/2021,15:50:00 03/04/2021,150000,646000,796000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Cregow (C) - Vé không hoàn
vj16169903365,vj,Vietjet,VJ332,15:05:00 03/04/2021,16:10:00 03/04/2021,649000,675900,1324900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169903408,vna,Vietnam Airlines,VN1826,15:20:00 03/04/2021,16:30:00 03/04/2021,609000,681000,1290000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-N
vj16169903436,vj,Vietjet,VJ326,15:35:00 03/04/2021,16:40:00 03/04/2021,649000,675900,1324900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169903489,vna,Pacific Airlines,VN6516,16:20:00 03/04/2021,17:25:00 03/04/2021,359000,666000,1025000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-T
vna161699035110,vna,Vietnam Airlines,VN1828,17:25:00 03/04/2021,18:35:00 03/04/2021,309000,661000,970000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-E
qh16169903541,qh,Bamboo Airways,QH1524,18:35:00 03/04/2021,19:35:00 03/04/2021,49000,657000,706000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16169903581,vta,Vietravel Airlines,VU 328,18:40:00 03/04/2021,19:45:00 03/04/2021,46000,645600,691600,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Promo1 (P) - Vé không hoàn
vj16169903617,vj,Vietjet,VJ336,19:15:00 03/04/2021,20:15:00 03/04/2021,489000,669900,1158900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161699036411,vna,Pacific Airlines,VN6518,19:30:00 03/04/2021,20:30:00 03/04/2021,149000,655000,804000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna161699036812,vna,Vietnam Airlines,VN7836,21:40:00 03/04/2021,22:50:00 03/04/2021,809000,701000,1510000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EC)-L
vna161699037113,vna,Vietnam Airlines,VN7088,22:35:00 03/04/2021,23:45:00 03/04/2021,99000,660000,759000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169903810,vna,Vietnam Airlines,VN1340,07:45:00 03/04/2021,09:00:00 03/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EC)-E
vna16169903891,vna,Pacific Airlines,VN6200,08:05:00 03/04/2021,09:15:00 03/04/2021,259000,666000,925000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EC)-E
vj16169903930,vj,Vietjet,VJ694,08:35:00 03/04/2021,09:40:00 03/04/2021,409000,661900,1070900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vna16169903962,vna,Vietnam Airlines,VN1342,10:10:00 03/04/2021,11:15:00 03/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EC)-Q
vna16169904003,vna,Vietnam Airlines,VN1346,11:40:00 03/04/2021,12:55:00 03/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EL)-P
vj16169904031,vj,Vietjet,VJ698,12:50:00 03/04/2021,13:50:00 03/04/2021,109000,641900,750900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
qh16169904060,qh,Bamboo Airways,QH1312,12:55:00 03/04/2021,14:05:00 03/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco Saver
vna16169904104,vna,Vietnam Airlines,VN1348,15:50:00 03/04/2021,17:05:00 03/04/2021,199000,660000,859000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EL)-P
vj16169904132,vj,Vietjet,VJ696,16:10:00 03/04/2021,17:10:00 03/04/2021,38000,644800,682800,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vna16169904165,vna,Vietnam Airlines,VN7348,16:45:00 03/04/2021,18:00:00 03/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EL)-A
vj16169904193,vj,Vietjet,VJ690,17:40:00 03/04/2021,18:50:00 03/04/2021,38000,644800,682800,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vna16169904236,vna,Pacific Airlines,VN6202,19:35:00 03/04/2021,20:40:00 03/04/2021,49000,655000,704000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EL)-A
vna16169904267,vna,Vietnam Airlines,VN7350,20:40:00 03/04/2021,21:55:00 03/04/2021,99000,660000,759000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EL)-A
vna16169904370,vna,Vietnam Airlines,VN1341,09:40:00 03/04/2021,10:50:00 03/04/2021,99000,660000,759000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169904450,vj,Vietjet,VJ689,10:15:00 03/04/2021,11:15:00 03/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169904481,vna,Pacific Airlines,VN6201,10:20:00 03/04/2021,11:30:00 03/04/2021,49000,655000,704000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169904522,vna,Vietnam Airlines,VN1343,12:10:00 03/04/2021,13:20:00 03/04/2021,99000,660000,759000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16169904553,vna,Vietnam Airlines,VN1347,13:35:00 03/04/2021,14:45:00 03/04/2021,199000,660000,859000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169904581,vj,Vietjet,VJ695,13:45:00 03/04/2021,14:40:00 03/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16169904622,vj,Vietjet,VJ699,14:20:00 03/04/2021,15:20:00 03/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16169904650,qh,Bamboo Airways,QH1313,14:45:00 03/04/2021,15:55:00 03/04/2021,99000,662000,761000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16169904684,vna,Vietnam Airlines,VN1349,17:45:00 03/04/2021,18:55:00 03/04/2021,199000,660000,859000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna16169904725,vna,Vietnam Airlines,VN7353,18:55:00 03/04/2021,20:05:00 03/04/2021,199000,660000,859000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vj16169904763,vj,Vietjet,VJ691,19:25:00 03/04/2021,20:20:00 03/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16169904796,vna,Pacific Airlines,VN6203,21:15:00 03/04/2021,22:25:00 03/04/2021,149000,655000,804000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-P
vna16169904827,vna,Vietnam Airlines,VN7351,22:45:00 03/04/2021,23:55:00 03/04/2021,99000,660000,759000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16169904920,vj,Vietjet,VJ360,05:30:00 03/04/2021,06:25:00 03/04/2021,329000,653900,982900,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Eco
vna16169905000,vna,Vietnam Airlines,VN7388,06:20:00 03/04/2021,07:25:00 03/04/2021,309000,661000,970000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-E
vna16169905031,vna,Vietnam Airlines,VN1380,06:45:00 03/04/2021,07:50:00 03/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
qh16169905070,qh,Bamboo Airways,QH1320,09:10:00 03/04/2021,10:05:00 03/04/2021,199000,662000,861000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Eco Saver
vna16169905102,vna,Vietnam Airlines,VN1382,09:30:00 03/04/2021,10:35:00 03/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EF)-H
vna16169905133,vna,Pacific Airlines,VN6220,10:15:00 03/04/2021,11:20:00 03/04/2021,359000,666000,1025000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-T
